release_reference_id,release_reference_type,latitude (degrees_north),longitude (degrees_east),time (UTC),expected_enddate (UTC),manufacturer,tag_model,tag_serial_number,tag_coding_system,transmitted_id,transmittername,release_project_reference,tag_device_id,datacenter_reference
CCSALMON-1274642-2017-09-12,ANIMAL,48.8204,-123.59385,2017-09-13T02:05:00Z,2018-02-25T03:05:00Z,VEMCO,V9-6L,1274642,A69-1602,2510,A69-1602-2510,CCSALMON,A69-1602-2510,nep
CCSALMON-1274707-2017-09-15,ANIMAL,48.78939,-123.56181,2017-09-15T04:30:00Z,2018-02-27T05:30:00Z,VEMCO,V9-6L,1274707,A69-1602,2575,A69-1602-2575,CCSALMON,A69-1602-2575,nep
CCSALMON-1274706-2017-09-15,ANIMAL,48.78939,-123.56181,2017-09-15T04:30:00Z,2018-02-27T05:30:00Z,VEMCO,V9-6L,1274706,A69-1602,2574,A69-1602-2574,CCSALMON,A69-1602-2574,nep
CCSALMON-1274705-2017-09-15,ANIMAL,48.78939,-123.56181,2017-09-15T04:30:00Z,2018-02-27T05:30:00Z,VEMCO,V9-6L,1274705,A69-1602,2573,A69-1602-2573,CCSALMON,A69-1602-2573,nep
CCSALMON-1274704-2017-09-15,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274704,A69-1602,2572,A69-1602-2572,CCSALMON,A69-1602-2572,nep
CCSALMON-1274703-2017-09-15,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274703,A69-1602,2571,A69-1602-2571,CCSALMON,A69-1602-2571,nep
CCSALMON-1274702-2017-09-15,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274702,A69-1602,2570,A69-1602-2570,CCSALMON,A69-1602-2570,nep
CCSALMON-1274701-2017-09-15,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274701,A69-1602,2569,A69-1602-2569,CCSALMON,A69-1602-2569,nep
CCSALMON-1274700-2017-09-15,ANIMAL,48.78939,-123.56181,2017-09-15T03:35:00Z,2018-02-27T04:35:00Z,VEMCO,V9-6L,1274700,A69-1602,2568,A69-1602-2568,CCSALMON,A69-1602-2568,nep
CCSALMON-1274699-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-15T02:43:00Z,2018-02-27T03:43:00Z,VEMCO,V9-6L,1274699,A69-1602,2567,A69-1602-2567,CCSALMON,A69-1602-2567,nep
CCSALMON-1274698-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-15T02:43:00Z,2018-02-27T03:43:00Z,VEMCO,V9-6L,1274698,A69-1602,2566,A69-1602-2566,CCSALMON,A69-1602-2566,nep
CCSALMON-1274697-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-15T02:43:00Z,2018-02-27T03:43:00Z,VEMCO,V9-6L,1274697,A69-1602,2565,A69-1602-2565,CCSALMON,A69-1602-2565,nep
CCSALMON-1274696-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-15T02:25:00Z,2018-02-27T03:25:00Z,VEMCO,V9-6L,1274696,A69-1602,2564,A69-1602-2564,CCSALMON,A69-1602-2564,nep
CCSALMON-1274695-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-15T02:25:00Z,2018-02-27T03:25:00Z,VEMCO,V9-6L,1274695,A69-1602,2563,A69-1602-2563,CCSALMON,A69-1602-2563,nep
CCSALMON-1274694-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-15T01:20:00Z,2018-02-27T02:20:00Z,VEMCO,V9-6L,1274694,A69-1602,2562,A69-1602-2562,CCSALMON,A69-1602-2562,nep
CCSALMON-1274693-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-15T01:20:00Z,2018-02-27T02:20:00Z,VEMCO,V9-6L,1274693,A69-1602,2561,A69-1602-2561,CCSALMON,A69-1602-2561,nep
CCSALMON-1274692-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-15T00:41:00Z,2018-02-27T01:41:00Z,VEMCO,V9-6L,1274692,A69-1602,2560,A69-1602-2560,CCSALMON,A69-1602-2560,nep
CCSALMON-1274691-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274691,A69-1602,2559,A69-1602-2559,CCSALMON,A69-1602-2559,nep
CCSALMON-1274690-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274690,A69-1602,2558,A69-1602-2558,CCSALMON,A69-1602-2558,nep
CCSALMON-1274689-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274689,A69-1602,2557,A69-1602-2557,CCSALMON,A69-1602-2557,nep
CCSALMON-1274688-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274688,A69-1602,2556,A69-1602-2556,CCSALMON,A69-1602-2556,nep
CCSALMON-1274687-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-14T23:50:00Z,2018-02-27T00:50:00Z,VEMCO,V9-6L,1274687,A69-1602,2555,A69-1602-2555,CCSALMON,A69-1602-2555,nep
CCSALMON-1274686-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-14T22:30:00Z,2018-02-26T23:30:00Z,VEMCO,V9-6L,1274686,A69-1602,2554,A69-1602-2554,CCSALMON,A69-1602-2554,nep
CCSALMON-1274685-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-14T22:30:00Z,2018-02-26T23:30:00Z,VEMCO,V9-6L,1274685,A69-1602,2553,A69-1602-2553,CCSALMON,A69-1602-2553,nep
CCSALMON-1274684-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-14T22:00:00Z,2018-02-26T23:00:00Z,VEMCO,V9-6L,1274684,A69-1602,2552,A69-1602-2552,CCSALMON,A69-1602-2552,nep
CCSALMON-1274683-2017-09-14,ANIMAL,48.78939,-123.56181,2017-09-14T22:00:00Z,2018-02-26T23:00:00Z,VEMCO,V9-6L,1274683,A69-1602,2551,A69-1602-2551,CCSALMON,A69-1602-2551,nep
CCSALMON-1274682-2017-09-14,ANIMAL,48.8204,-123.59385,2017-09-14T03:53:00Z,2018-02-26T04:53:00Z,VEMCO,V9-6L,1274682,A69-1602,2550,A69-1602-2550,CCSALMON,A69-1602-2550,nep
CCSALMON-1274681-2017-09-14,ANIMAL,48.8204,-123.59385,2017-09-14T03:53:00Z,2018-02-26T04:53:00Z,VEMCO,V9-6L,1274681,A69-1602,2549,A69-1602-2549,CCSALMON,A69-1602-2549,nep
CCSALMON-1274680-2017-09-14,ANIMAL,48.8204,-123.59385,2017-09-14T03:53:00Z,2018-02-26T04:53:00Z,VEMCO,V9-6L,1274680,A69-1602,2548,A69-1602-2548,CCSALMON,A69-1602-2548,nep
CCSALMON-1274679-2017-09-14,ANIMAL,48.8204,-123.59385,2017-09-14T03:53:00Z,2018-02-26T04:53:00Z,VEMCO,V9-6L,1274679,A69-1602,2547,A69-1602-2547,CCSALMON,A69-1602-2547,nep
CCSALMON-1274678-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T02:34:00Z,2018-02-26T03:34:00Z,VEMCO,V9-6L,1274678,A69-1602,2546,A69-1602-2546,CCSALMON,A69-1602-2546,nep
CCSALMON-1274677-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T02:34:00Z,2018-02-26T03:34:00Z,VEMCO,V9-6L,1274677,A69-1602,2545,A69-1602-2545,CCSALMON,A69-1602-2545,nep
CCSALMON-1274676-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T02:34:00Z,2018-02-26T03:34:00Z,VEMCO,V9-6L,1274676,A69-1602,2544,A69-1602-2544,CCSALMON,A69-1602-2544,nep
CCSALMON-1274675-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T02:34:00Z,2018-02-26T03:34:00Z,VEMCO,V9-6L,1274675,A69-1602,2543,A69-1602-2543,CCSALMON,A69-1602-2543,nep
CCSALMON-1274674-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T02:09:00Z,2018-02-26T03:09:00Z,VEMCO,V9-6L,1274674,A69-1602,2542,A69-1602-2542,CCSALMON,A69-1602-2542,nep
CCSALMON-1274673-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T02:09:00Z,2018-02-26T03:09:00Z,VEMCO,V9-6L,1274673,A69-1602,2541,A69-1602-2541,CCSALMON,A69-1602-2541,nep
CCSALMON-1274672-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T02:07:00Z,2018-02-26T03:07:00Z,VEMCO,V9-6L,1274672,A69-1602,2540,A69-1602-2540,CCSALMON,A69-1602-2540,nep
CCSALMON-1274671-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T02:07:00Z,2018-02-26T03:07:00Z,VEMCO,V9-6L,1274671,A69-1602,2539,A69-1602-2539,CCSALMON,A69-1602-2539,nep
CCSALMON-1274670-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T02:07:00Z,2018-02-26T03:07:00Z,VEMCO,V9-6L,1274670,A69-1602,2538,A69-1602-2538,CCSALMON,A69-1602-2538,nep
CCSALMON-1274669-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T01:12:00Z,2018-02-26T02:12:00Z,VEMCO,V9-6L,1274669,A69-1602,2537,A69-1602-2537,CCSALMON,A69-1602-2537,nep
CCSALMON-1274668-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T01:12:00Z,2018-02-26T02:12:00Z,VEMCO,V9-6L,1274668,A69-1602,2536,A69-1602-2536,CCSALMON,A69-1602-2536,nep
CCSALMON-1274667-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T01:12:00Z,2018-02-26T02:12:00Z,VEMCO,V9-6L,1274667,A69-1602,2535,A69-1602-2535,CCSALMON,A69-1602-2535,nep
CCSALMON-1274666-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T01:12:00Z,2018-02-26T02:12:00Z,VEMCO,V9-6L,1274666,A69-1602,2534,A69-1602-2534,CCSALMON,A69-1602-2534,nep
CCSALMON-1274665-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-14T00:30:00Z,2018-02-26T01:30:00Z,VEMCO,V9-6L,1274665,A69-1602,2533,A69-1602-2533,CCSALMON,A69-1602-2533,nep
CCSALMON-1274664-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T23:55:00Z,2018-02-26T00:55:00Z,VEMCO,V9-6L,1274664,A69-1602,2532,A69-1602-2532,CCSALMON,A69-1602-2532,nep
CCSALMON-1274663-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T23:55:00Z,2018-02-26T00:55:00Z,VEMCO,V9-6L,1274663,A69-1602,2531,A69-1602-2531,CCSALMON,A69-1602-2531,nep
CCSALMON-1274662-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274662,A69-1602,2530,A69-1602-2530,CCSALMON,A69-1602-2530,nep
CCSALMON-1274661-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274661,A69-1602,2529,A69-1602-2529,CCSALMON,A69-1602-2529,nep
CCSALMON-1274660-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274660,A69-1602,2528,A69-1602-2528,CCSALMON,A69-1602-2528,nep
CCSALMON-1274659-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274659,A69-1602,2527,A69-1602-2527,CCSALMON,A69-1602-2527,nep
CCSALMON-1274658-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T22:22:00Z,2018-02-25T23:22:00Z,VEMCO,V9-6L,1274658,A69-1602,2526,A69-1602-2526,CCSALMON,A69-1602-2526,nep
CCSALMON-1274657-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T21:22:00Z,2018-02-25T22:22:00Z,VEMCO,V9-6L,1274657,A69-1602,2525,A69-1602-2525,CCSALMON,A69-1602-2525,nep
CCSALMON-1274656-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T21:22:00Z,2018-02-25T22:22:00Z,VEMCO,V9-6L,1274656,A69-1602,2524,A69-1602-2524,CCSALMON,A69-1602-2524,nep
CCSALMON-1274655-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T20:47:00Z,2018-02-25T21:47:00Z,VEMCO,V9-6L,1274655,A69-1602,2523,A69-1602-2523,CCSALMON,A69-1602-2523,nep
CCSALMON-1274654-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T20:47:00Z,2018-02-25T21:47:00Z,VEMCO,V9-6L,1274654,A69-1602,2522,A69-1602-2522,CCSALMON,A69-1602-2522,nep
CCSALMON-1274653-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T20:47:00Z,2018-02-25T21:47:00Z,VEMCO,V9-6L,1274653,A69-1602,2521,A69-1602-2521,CCSALMON,A69-1602-2521,nep
CCSALMON-1274652-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T05:00:00Z,2018-02-25T06:00:00Z,VEMCO,V9-6L,1274652,A69-1602,2520,A69-1602-2520,CCSALMON,A69-1602-2520,nep
CCSALMON-1274651-2017-09-13,ANIMAL,48.8204,-123.59385,2017-09-13T05:00:00Z,2018-02-25T06:00:00Z,VEMCO,V9-6L,1274651,A69-1602,2519,A69-1602-2519,CCSALMON,A69-1602-2519,nep
ESS-18951,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093952,A69-1303,37855,A69-1303-37855,ESS,A69-1303-37855,nep
ESS-18950,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093955,A69-1303,37858,A69-1303-37858,ESS,A69-1303-37858,nep
ESS-18949,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093951,A69-1303,37854,A69-1303-37854,ESS,A69-1303-37854,nep
ESS-18948,ANIMAL,47.57036111,-122.98175,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093954,A69-1303,37857,A69-1303-37857,ESS,A69-1303-37857,nep
ESS-18947,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093947,A69-1303,37850,A69-1303-37850,ESS,A69-1303-37850,nep
ESS-18946,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093948,A69-1303,37851,A69-1303-37851,ESS,A69-1303-37851,nep
ESS-18945,ANIMAL,47.57252778,-122.9773056,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093961,A69-1303,37864,A69-1303-37864,ESS,A69-1303-37864,nep
ESS-18944,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093957,A69-1303,37860,A69-1303-37860,ESS,A69-1303-37860,nep
ESS-18943,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093960,A69-1303,37863,A69-1303-37863,ESS,A69-1303-37863,nep
ESS-18942,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093956,A69-1303,37859,A69-1303-37859,ESS,A69-1303-37859,nep
ESS-18941,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093959,A69-1303,37862,A69-1303-37862,ESS,A69-1303-37862,nep
ESS-18940,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093963,A69-1303,37866,A69-1303-37866,ESS,A69-1303-37866,nep
ESS-18939,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093962,A69-1303,37865,A69-1303-37865,ESS,A69-1303-37865,nep
ESS-18938,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093965,A69-1303,37868,A69-1303-37868,ESS,A69-1303-37868,nep
ESS-18937,ANIMAL,47.56288889,-122.9785278,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093903,A69-1303,37836,A69-1303-37836,ESS,A69-1303-37836,nep
ESS-18936,ANIMAL,47.56275,-122.979,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093908,A69-1303,37841,A69-1303-37841,ESS,A69-1303-37841,nep
ESS-18935,ANIMAL,47.56288889,-122.9785278,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093898,A69-1303,37831,A69-1303-37831,ESS,A69-1303-37831,nep
ESS-18953,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093953,A69-1303,37856,A69-1303-37856,ESS,A69-1303-37856,nep
ESS-18952,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093949,A69-1303,37852,A69-1303-37852,ESS,A69-1303-37852,nep
ESS-18931,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093887,A69-1303,37820,A69-1303-37820,ESS,A69-1303-37820,nep
ESS-18932,ANIMAL,47.57036111,-122.98175,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093897,A69-1303,37830,A69-1303-37830,ESS,A69-1303-37830,nep
ESS-18933,ANIMAL,47.56288889,-122.9785278,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093902,A69-1303,37835,A69-1303-37835,ESS,A69-1303-37835,nep
ESS-18934,ANIMAL,47.56288889,-122.9785278,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093888,A69-1303,37821,A69-1303-37821,ESS,A69-1303-37821,nep
ESS-18924,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093914,A69-1303,37847,A69-1303-37847,ESS,A69-1303-37847,nep
ESS-18925,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093904,A69-1303,37837,A69-1303-37837,ESS,A69-1303-37837,nep
ESS-18926,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093899,A69-1303,37832,A69-1303-37832,ESS,A69-1303-37832,nep
ESS-18927,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093894,A69-1303,37827,A69-1303-37827,ESS,A69-1303-37827,nep
ESS-18928,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-11-06T10:00:00Z,VEMCO,V9,1093889,A69-1303,37822,A69-1303-37822,ESS,A69-1303-37822,nep
ESS-18929,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093907,A69-1303,37840,A69-1303-37840,ESS,A69-1303-37840,nep
ESS-18930,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-11-15T11:00:00Z,VEMCO,V9,1093893,A69-1303,37826,A69-1303-37826,ESS,A69-1303-37826,nep
ESS-18967,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093901,A69-1303,37834,A69-1303-37834,ESS,A69-1303-37834,nep
ESS-18966,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093896,A69-1303,37829,A69-1303-37829,ESS,A69-1303-37829,nep
ESS-18965,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093911,A69-1303,37844,A69-1303-37844,ESS,A69-1303-37844,nep
ESS-18964,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093910,A69-1303,37843,A69-1303-37843,ESS,A69-1303-37843,nep
ESS-18963,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093895,A69-1303,37828,A69-1303-37828,ESS,A69-1303-37828,nep
ESS-18962,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093900,A69-1303,37833,A69-1303-37833,ESS,A69-1303-37833,nep
ESS-18961,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093890,A69-1303,37823,A69-1303-37823,ESS,A69-1303-37823,nep
ESS-18960,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093905,A69-1303,37838,A69-1303-37838,ESS,A69-1303-37838,nep
ESS-18959,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093912,A69-1303,37845,A69-1303-37845,ESS,A69-1303-37845,nep
ESS-18958,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093915,A69-1303,37848,A69-1303-37848,ESS,A69-1303-37848,nep
ESS-18957,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093916,A69-1303,37849,A69-1303-37849,ESS,A69-1303-37849,nep
ESS-18956,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093906,A69-1303,37839,A69-1303-37839,ESS,A69-1303-37839,nep
ESS-18955,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093909,A69-1303,37842,A69-1303-37842,ESS,A69-1303-37842,nep
ESS-18954,ANIMAL,47.40119444,-123.1377778,2010-06-07T10:00:00Z,2010-11-05T10:00:00Z,VEMCO,V9,1093913,A69-1303,37846,A69-1303-37846,ESS,A69-1303-37846,nep
ESS-18949,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093951,A69-1105,27,A69-1105-27,ESS,A69-1105-27-18958,nep
ESS-18948,ANIMAL,47.57036111,-122.98175,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093954,A69-1105,30,A69-1105-30,ESS,A69-1105-30-18956,nep
ESS-18947,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093947,A69-1105,23,A69-1105-23,ESS,A69-1105-23-18953,nep
ESS-18946,ANIMAL,47.57361111,-122.9813056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093948,A69-1105,24,A69-1105-24,ESS,A69-1105-24-18951,nep
ESS-18945,ANIMAL,47.57252778,-122.9773056,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093961,A69-1105,34,A69-1105-34,ESS,A69-1105-34-18949,nep
ESS-18944,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093957,A69-1105,33,A69-1105-33,ESS,A69-1105-33-18947,nep
ESS-18943,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093960,A69-1105,36,A69-1105-36,ESS,A69-1105-36-18945,nep
ESS-18942,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093956,A69-1105,32,A69-1105-32,ESS,A69-1105-32-18943,nep
ESS-18940,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093963,A69-1105,39,A69-1105-39,ESS,A69-1105-39-18939,nep
ESS-18939,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093962,A69-1105,38,A69-1105-38,ESS,A69-1105-38-18937,nep
ESS-18938,ANIMAL,47.40119444,-123.1377778,2010-06-08T10:00:00Z,2010-10-19T10:00:00Z,VEMCO,V9,1093965,A69-1105,41,A69-1105-41,ESS,A69-1105-41-18935,nep
ESS-18952,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093949,A69-1105,25,A69-1105-25,ESS,A69-1105-25-18964,nep
ESS-18951,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093952,A69-1105,28,A69-1105-28,ESS,A69-1105-28-18962,nep
ESS-18950,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093955,A69-1105,31,A69-1105-31,ESS,A69-1105-31-18960,nep
ESS-18953,ANIMAL,47.57252778,-122.9773056,2010-06-17T10:00:00Z,2010-10-28T10:00:00Z,VEMCO,V9,1093953,A69-1105,29,A69-1105-29,ESS,A69-1105-29-18966,nep
KRS-34322_35482,ANIMAL,49.74568,-124.32743,2015-06-16T10:58:00Z,2015-09-26T10:58:00Z,VEMCO,V9-1H,1213578,A69-1601,34322,A69-1601-34322,KRS,A69-1601-34322,nep
KRS-34321_35481,ANIMAL,49.74568,-124.32743,2015-06-16T10:58:00Z,2015-09-26T10:58:00Z,VEMCO,V9-1H,1213577,A69-1601,34321,A69-1601-34321,KRS,A69-1601-34321,nep
KRS-34320_35480,ANIMAL,49.74568,-124.32743,2015-06-16T10:58:00Z,2015-09-26T10:58:00Z,VEMCO,V9-1H,1213576,A69-1601,34320,A69-1601-34320,KRS,A69-1601-34320,nep
KRS-34319_35479,ANIMAL,49.74568,-124.32743,2015-06-16T10:58:00Z,2015-09-26T10:58:00Z,VEMCO,V9-1H,1213575,A69-1601,34319,A69-1601-34319,KRS,A69-1601-34319,nep
KRS-34318_35478,ANIMAL,49.74568,-124.32743,2015-06-16T10:58:00Z,2015-09-26T10:58:00Z,VEMCO,V9-1H,1213574,A69-1601,34318,A69-1601-34318,KRS,A69-1601-34318,nep
KRS-34317_35477,ANIMAL,49.74568,-124.32743,2015-06-16T10:58:00Z,2015-09-26T10:58:00Z,VEMCO,V9-1H,1213573,A69-1601,34317,A69-1601-34317,KRS,A69-1601-34317,nep
KRS-34316_35476,ANIMAL,49.74568,-124.32743,2015-06-16T10:58:00Z,2015-09-26T10:58:00Z,VEMCO,V9-1H,1213572,A69-1601,34316,A69-1601-34316,KRS,A69-1601-34316,nep
