deployment_id,receiver_reference_type,receiver_serial_number,receiver_manufacturer,latitude (degrees_north),longitude (degrees_east),time(UTC),recovery_datetime_utc (UTC),bottom_depth (m),depth (m),deployment_comments,deployment_project_reference,receiver_model,receiver_reference_id,datacenter_reference
ASIG4_1-VR2W-113647-1,ManmadePlatform,113647,VEMCO,71.01292,-71.34762,2013-09-12T19:37:00Z,2014-09-15T22:00:00Z,510,10,UNKNOWN,ASI,VR2W,ASI_G4_1,OTN-Global
ASIG4_3-VR2W-113646-1,ManmadePlatform,113646,VEMCO,71.01335,-71.29252,2013-09-12T20:30:00Z,2014-09-15T23:06:00Z,694,10,UNKNOWN,ASI,VR2W,ASI_G4_3,OTN-Global
ASIG4_4-VR2W-113659-1,ManmadePlatform,113659,VEMCO,71.01358,-71.26475,2013-09-12T20:42:00Z,2014-09-15T23:22:00Z,623,10,UNKNOWN,ASI,VR2W,ASI_G4_4,OTN-Global
ASIG4_5-VR2W-113658-1,ManmadePlatform,113658,VEMCO,71.01388,-71.23718,2013-09-12T21:22:00Z,2014-09-15T23:37:00Z,351,10,UNKNOWN,ASI,VR2W,ASI_G4_5,OTN-Global
ASIG5_1-VR2W-113634-2,ManmadePlatform,113634,VEMCO,71.01127,-70.36685,2013-09-15T20:24:00Z,2014-09-13T15:21:00Z,274,10,UNKNOWN,ASI,VR2W,ASI_G5_1,OTN-Global
ASIG5_2-VR2W-113640-2,ManmadePlatform,113640,VEMCO,71.01578,-70.3427,2013-09-15T20:17:00Z,2014-09-13T15:36:00Z,252,10,UNKNOWN,ASI,VR2W,ASI_G5_2,OTN-Global
ASIG5_3-VR2W-113619-2,ManmadePlatform,113619,VEMCO,71.01977,-70.31797,2013-09-15T19:50:00Z,2014-09-13T15:49:00Z,273,10,UNKNOWN,ASI,VR2W,ASI_G5_3,OTN-Global
ASIG5_4-VR2W-113635-2,ManmadePlatform,113635,VEMCO,71.02428,-70.29447,2013-09-15T19:04:00Z,2014-09-13T16:14:00Z,525,10,UNKNOWN,ASI,VR2W,ASI_G5_4,OTN-Global
ASIG5_5-VR2W-113665-2,ManmadePlatform,113665,VEMCO,71.02862,-70.26995,2013-09-15T18:26:00Z,2014-09-13T16:31:00Z,497,10,UNKNOWN,ASI,VR2W,ASI_G5_5,OTN-Global
ASIG5_6-VR2W-113627-2,ManmadePlatform,113627,VEMCO,71.03268,-70.24582,2013-09-15T17:47:00Z,2014-09-13T16:46:00Z,468,10,UNKNOWN,ASI,VR2W,ASI_G5_6,OTN-Global
ASIG5_7-VR2W-113618-2,ManmadePlatform,113618,VEMCO,71.0371,-70.22133,2013-09-15T17:16:00Z,2014-09-13T17:01:00Z,449,10,UNKNOWN,ASI,VR2W,ASI_G5_7,OTN-Global
ASIG5_8-VR2W-113626-2,ManmadePlatform,113626,VEMCO,71.04162,-70.19672,2013-09-15T17:09:00Z,2014-09-13T17:15:00Z,355,10,UNKNOWN,ASI,VR2W,ASI_G5_8,OTN-Global
ASIG6_1-VR2W-110152-1,ManmadePlatform,110152,VEMCO,70.74163,-70.75778,2013-09-15T23:56:00Z,2014-09-18T14:57:00Z,566,10,UNKNOWN,ASI,VR2W,ASI_G6_1,OTN-Global
ASIG6_2-VR2W-110120-1,ManmadePlatform,110120,VEMCO,70.73518,-70.739,2013-09-16T00:11:00Z,2014-09-18T15:16:00Z,785,10,UNKNOWN,ASI,VR2W,ASI_G6_2,OTN-Global
ASIG6_3-VR2W-113657-1,ManmadePlatform,113657,VEMCO,70.72803,-70.72005,2013-09-16T00:36:00Z,2014-09-18T15:37:00Z,796,10,UNKNOWN,ASI,VR2W,ASI_G6_3,OTN-Global
ASIG6_4-VR2W-113637-1,ManmadePlatform,113637,VEMCO,70.72212,-70.70105,2013-09-16T00:42:00Z,2014-09-18T15:53:00Z,777,10,UNKNOWN,ASI,VR2W,ASI_G6_4,OTN-Global
ASIG6_5-VR2W-110155-1,ManmadePlatform,110155,VEMCO,70.71573,-70.68253,2013-09-16T01:10:00Z,2014-09-18T16:08:00Z,662,10,UNKNOWN,ASI,VR2W,ASI_G6_5,OTN-Global
ASIG6_6-VR2W-110124-1,ManmadePlatform,110124,VEMCO,70.7092,-70.66363,2013-09-16T01:16:00Z,2014-09-18T16:28:00Z,482,10,UNKNOWN,ASI,VR2W,ASI_G6_6,OTN-Global
ASIG7_10-VR2W-110151-1,ManmadePlatform,110151,VEMCO,71.39158,-70.41647,2013-09-13T23:02:00Z,2014-09-12T18:46:00Z,710,10,UNKNOWN,ASI,VR2W,ASI_G7_10,OTN-Global
ASIG7_11-VR2W-110126-1,ManmadePlatform,110126,VEMCO,71.38618,-70.39383,2013-09-13T22:06:00Z,2014-09-12T18:33:00Z,682,10,UNKNOWN,ASI,VR2W,ASI_G7_11,OTN-Global
ASIG7_12-VR2W-110130-1,ManmadePlatform,110130,VEMCO,71.3808,-70.3704,2013-09-13T21:56:00Z,2014-09-12T18:15:00Z,695,10,UNKNOWN,ASI,VR2W,ASI_G7_12,OTN-Global
ASIG7_13-VR2W-113670-1,ManmadePlatform,113670,VEMCO,71.37558,-70.34837,2013-09-13T20:48:00Z,2014-09-12T17:56:00Z,701,10,UNKNOWN,ASI,VR2W,ASI_G7_13,OTN-Global
ASIG7_14-VR2W-110149-1,ManmadePlatform,110149,VEMCO,71.37018,-70.32557,2013-09-13T20:39:00Z,2014-09-12T17:39:00Z,698,10,UNKNOWN,ASI,VR2W,ASI_G7_14,OTN-Global
ASIG7_15-VR2W-110127-1,ManmadePlatform,110127,VEMCO,71.3648,-70.28618,2013-09-13T19:57:00Z,2014-09-12T17:23:00Z,648,10,UNKNOWN,ASI,VR2W,ASI_G7_15,OTN-Global
ASIG7_16-VR2W-110158-1,ManmadePlatform,110158,VEMCO,71.35955,-70.28002,2013-09-13T19:42:00Z,2014-09-12T17:05:00Z,611,10,UNKNOWN,ASI,VR2W,ASI_G7_16,OTN-Global
ASIG7_17-VR2W-113642-1,ManmadePlatform,113642,VEMCO,71.35413,-70.25827,2013-09-13T18:35:00Z,2014-09-12T16:50:00Z,551,10,UNKNOWN,ASI,VR2W,ASI_G7_17,OTN-Global
ASIG7_18-VR2W-122839-1,ManmadePlatform,122839,VEMCO,71.34857,-70.21843,2013-09-13T18:28:00Z,2014-09-12T16:33:00Z,410,10,UNKNOWN,ASI,VR2W,ASI_G7_18,OTN-Global
ASIG7_19-VR2W-113656-1,ManmadePlatform,113656,VEMCO,71.34363,-70.21383,2013-09-13T17:32:00Z,2014-09-12T16:11:00Z,250,10,UNKNOWN,ASI,VR2W,ASI_G7_19,OTN-Global
ASIG7_1-VR2W-122840-1,ManmadePlatform,122840,VEMCO,71.43943,-70.62023,2013-09-14T02:14:00Z,2014-09-12T22:24:00Z,289,10,UNKNOWN,ASI,VR2W,ASI_G7_1,OTN-Global
ASIG7_2-VR2W-122842-1,ManmadePlatform,122842,VEMCO,71.43427,-70.59768,2013-09-14T02:06:00Z,2014-09-12T22:06:00Z,372,10,UNKNOWN,ASI,VR2W,ASI_G7_2,OTN-Global
ASIG7_3-VR2W-122841-1,ManmadePlatform,122841,VEMCO,71.42888,-70.57497,2013-09-14T01:28:00Z,2014-09-12T21:48:00Z,481,10,UNKNOWN,ASI,VR2W,ASI_G7_3,OTN-Global
ASIG7_4-VR2W-113653-1,ManmadePlatform,113653,VEMCO,71.42362,-70.55247,2013-09-14T01:23:00Z,2014-09-12T21:30:00Z,520,10,UNKNOWN,ASI,VR2W,ASI_G7_4,OTN-Global
ASIG7_5-VR2W-110129-1,ManmadePlatform,110129,VEMCO,71.41825,-70.5297,2013-09-14T00:57:00Z,2014-09-12T21:10:00Z,579,10,UNKNOWN,ASI,VR2W,ASI_G7_5,OTN-Global
ASIG7_6-VR2W-110118-1,ManmadePlatform,110118,VEMCO,71.41295,-70.49047,2013-09-14T00:49:00Z,2014-09-12T20:52:00Z,742,10,UNKNOWN,ASI,VR2W,ASI_G7_6,OTN-Global
ASIG7_7-VR2W-110156-1,ManmadePlatform,110156,VEMCO,71.40765,-70.46797,2013-09-14T00:01:00Z,2014-09-12T20:31:00Z,806,10,UNKNOWN,ASI,VR2W,ASI_G7_7,OTN-Global
ASIG7_8-VR2W-110148-1,ManmadePlatform,110148,VEMCO,71.4022,-70.46108,2013-09-13T23:52:00Z,2014-09-12T20:13:00Z,794,10,UNKNOWN,ASI,VR2W,ASI_G7_8,OTN-Global
ASIG7_9-VR2W-110123-1,ManmadePlatform,110123,VEMCO,71.39692,-70.42218,2013-09-13T23:10:00Z,2014-09-12T19:55:00Z,730,10,UNKNOWN,ASI,VR2W,ASI_G7_9,OTN-Global
ASI-G11_2-STAR:ODDI CTD-CD7707-1,ManmadePlatform,CD7707,Star-Oddi,71.10302,-70.49787,2014-09-19T16:11:00Z,9999-12-31T23:59:00Z,802,10,UNKNOWN,ASI,Star-oddi CTD,ASI_G11_2,OTN-Global
ASI-G05-04-40?7368-4,ManmadePlatform,40?7368,Wildlife Acoustics,71.0245,-70.29333,2015-09-30T13:01:00Z,2016-09-12T12:15:00Z,527,507,UNKNOWN,ASI,SM3M deep,ASI_G05-04,OTN-Global
ASI-G02-06-113654-4,ManmadePlatform,113654,VEMCO,71.118,-70.9275,2015-09-28T13:12:00Z,2016-09-13T20:07:00Z,433,423,Deep water SM3M,ASI,VR2W,ASI_G02-06,OTN-Global
ASI-G08-03-7701-2016-3,ManmadePlatform,7701,Star-Oddi,71.32058,-70.51567,2016-09-11T04:29:00Z,9999-12-31T23:59:00Z,708,698,KIVIUQ,ASI,STAR ODDi,ASI_G08-03,OTN-Global
ASI-G10_1-VR2W-113619-2,ManmadePlatform,113619,VEMCO,71.2387,-71.02032,2015-09-29T20:55:00Z,2016-09-11T16:27:00Z,598,588,UNKNOWN,ASI,VR2W,ASI_G10_1,OTN-Global
ASI-G10_2-VR2W-113640-2,ManmadePlatform,113640,VEMCO,71.21123,-70.90492,2015-09-29T21:14:00Z,2016-09-11T16:57:00Z,580,570,KIVIUQ,ASI,VR2W,ASI_G10_2,OTN-Global
ASI-G10_3-VR2W-110523-2,ManmadePlatform,110523,VEMCO,71.18442,-70.78872,2015-09-29T21:33:00Z,2016-09-11T17:27:00Z,790,780,STAR:ODDI CTD num 7706,ASI,VR2W,ASI_G10_3,OTN-Global
ASI-G10_4-VR2W-110116-2,ManmadePlatform,110116,VEMCO,71.15697,-70.6764,2015-09-29T21:50:00Z,2016-09-11T18:02:00Z,719,709,STAR:ODDI CTD num 7705,ASI,VR2W,ASI_G10_4,OTN-Global
ASI-G11_2-VR2W-110159-2,ManmadePlatform,110159,VEMCO,71.103,-70.49717,2015-09-30T14:42:00Z,2016-09-11T03:00:00Z,800,790,STAR:ODDI CTD num 7704,ASI,VR2W,ASI_G11_2,OTN-Global
ASI-G11_3-VR2W-110556-2,ManmadePlatform,110556,VEMCO,71.12167,-70.39567,2015-09-30T14:27:00Z,2016-09-11T20:30:00Z,469,459,KIVIUQ,ASI,VR2W,ASI_G11_3,OTN-Global
ASI-G1_1-VR4-250058-4,ManmadePlatform,250058,VEMCO,71.16933,-71.07033,2015-09-28T19:01:00Z,2016-09-22T03:00:00Z,365,355,KIVIUQ,ASI,VR4,ASI_G1_1,OTN-Global
ASI-G12_1-VR2W-110160-2,ManmadePlatform,110160,VEMCO,71.04633,-70.489,2015-09-30T16:25:00Z,2016-09-11T21:52:00Z,536,526,KIVIUQ,ASI,VR2W,ASI_G12_1,OTN-Global
ASI-G12_2-VR2W-113629-2,ManmadePlatform,113629,VEMCO,71.06567,-70.3895,2015-09-30T16:54:00Z,2016-09-11T22:14:00Z,585,575,NULIAJUK,ASI,VR2W,ASI_G12_2,OTN-Global
ASI-G12_3-VR2W-113634-2,ManmadePlatform,113634,VEMCO,71.08367,-70.28583,2015-09-30T17:20:00Z,2016-09-11T22:47:00Z,381,371,NULIAJUK,ASI,VR2W,ASI_G12_3,OTN-Global
ASI-G1_2-VR4-250078-4,ManmadePlatform,250078,VEMCO,71.17667,-71.0885,2015-09-28T18:56:00Z,2016-09-22T03:00:00Z,384,374,NULIAJUK,ASI,VR4,ASI_G1_2,OTN-Global
ASI-G13_1-VR2W-110122-2,ManmadePlatform,110122,VEMCO,70.88967,-70.35067,2015-09-30T20:23:00Z,2016-09-12T03:00:00Z,409,399,KIVIUQ,ASI,VR2W,ASI_G13_1,OTN-Global
ASI-G13_2-VR2W-113656-2,ManmadePlatform,113656,VEMCO,70.88633,-70.1795,2015-09-30T20:56:00Z,2016-09-12T21:42:00Z,447,437,NULIAJUK,ASI,VR2W,ASI_G13_2,OTN-Global
ASI-G1_3-VR4-250077-4,ManmadePlatform,250077,VEMCO,71.18317,-71.10767,2015-09-28T18:50:00Z,2016-09-22T03:00:00Z,399,389,NULIAJUK,ASI,VR4,ASI_G1_3,OTN-Global
ASI-G14_1-VR2W-110125-2,ManmadePlatform,110125,VEMCO,71.12283,-70.709,2015-09-30T15:27:00Z,2016-09-11T18:28:00Z,580,570,KIVIUQ,ASI,VR2W,ASI_G14_1,OTN-Global
ASI-G14_3-VR2W-110547-2,ManmadePlatform,110547,VEMCO,71.15713,-70.50768,2015-09-29T19:00:00Z,2016-09-11T19:25:00Z,619,609,KIVIUQ,ASI,VR2W,ASI_G14_3,OTN-Global
ASI-G1_4-VR4-250059-4,ManmadePlatform,250059,VEMCO,71.189,-71.1265,2015-09-28T18:43:00Z,2016-09-22T03:00:00Z,424,414,Release serial not visible from the outside***,ASI,VR4,ASI_G1_4,OTN-Global
ASI-G15_1-VR2W-110526-2,ManmadePlatform,110526,VEMCO,70.32417,-68.33833,2015-10-07T12:15:00Z,2016-09-25T15:18:00Z,450,440,KIVIUQ,ASI,VR2W,ASI_G15_1,OTN-Global
ASI-G1_5-VR4-250061-4,ManmadePlatform,250061,VEMCO,71.19617,-71.144,2015-09-28T18:37:00Z,2016-09-22T03:00:00Z,394,384,NULIAJUK,ASI,VR4,ASI_G1_5,OTN-Global
ASI-G1_6-VR4-250071-4,ManmadePlatform,250071,VEMCO,71.20267,-71.16117,2015-09-28T18:30:00Z,2016-09-22T03:00:00Z,340,330,KIVIUQ,ASI,VR4,ASI_G1_6,OTN-Global
ASI-G1_7-VR4-250076-4,ManmadePlatform,250076,VEMCO,71.20933,-71.18133,2015-09-28T18:24:00Z,2016-09-22T03:00:00Z,269,259,KIVIUQ,ASI,VR4,ASI_G1_7,OTN-Global
ASI-G1_8-VR4-250074-4,ManmadePlatform,250074,VEMCO,71.21583,-71.18333,2015-09-28T18:13:00Z,2016-09-22T03:00:00Z,135,125,KIVIUQ,ASI,VR4,ASI_G1_8,OTN-Global
ASI-G2_1-VR4-250075-4,ManmadePlatform,250075,VEMCO,71.1415,-71.0465,2015-09-28T11:55:00Z,2016-09-22T03:00:00Z,348,338,KIVIUQ,ASI,VR4,ASI_G2_1,OTN-Global
ASI-G2_2-VR2W-113664-4,ManmadePlatform,113664,VEMCO,71.1365,-71.02183,2015-09-28T12:22:00Z,2016-09-13T17:50:00Z,469,459,KIVIUQ,ASI,VR2W,ASI_G2_2,OTN-Global
ASI-G2_3-VR2W-113645-4,ManmadePlatform,113645,VEMCO,71.132,-70.99867,2015-09-28T12:37:00Z,2016-09-13T18:14:00Z,468,458,KIVIUQ,ASI,VR2W,ASI_G2_3,OTN-Global
ASI-G2_4-SM2M-4030158-3,ManmadePlatform,4030158,Wildlife Acoustics,71.12733,-70.98,2015-09-28T14:29:00Z,2016-09-13T18:48:00Z,455,245,KIVIUQ,ASI,SM2M,ASI_G2_4,OTN-Global
ASI-G2_4-VR2W-110121-3,ManmadePlatform,110121,VEMCO,71.12733,-70.98,2015-09-28T14:29:00Z,2016-09-13T18:48:00Z,455,445,Shallow water SM2M,ASI,VR2W,ASI_G2_4,OTN-Global
ASI-G2_5-VR2W-113631-4,ManmadePlatform,113631,VEMCO,71.12267,-70.95017,2015-09-28T13:03:00Z,2016-09-13T19:48:00Z,451,441,KIVIUQ,ASI,VR2W,ASI_G2_5,OTN-Global
ASI-G2_7-VR2W-113639-4,ManmadePlatform,113639,VEMCO,71.113,-70.9035,2015-09-28T13:25:00Z,2016-09-13T20:27:00Z,382,372,KIVIUQ,ASI,VR2W,ASI_G2_7,OTN-Global
ASI-G2_8-VR4-250060-4,ManmadePlatform,250060,VEMCO,71.10817,-70.87867,2015-09-28T13:40:00Z,2016-09-13T23:22:00Z,276,266,KIVIUQ,ASI,VR4,ASI_G2_8,OTN-Global
ASI-G3_1-VR2W-113667-3,ManmadePlatform,113667,VEMCO,71.0635,-71.46633,2015-09-29T09:47:00Z,2016-09-15T22:49:00Z,376,366,KIVIUQ,ASI,VR2W,ASI_G3_1,OTN-Global
ASI-G3_2-VR2W-113655-3,ManmadePlatform,113655,VEMCO,71.054,-71.45667,2015-09-29T09:57:00Z,2016-09-15T22:30:00Z,638,628,KIVIUQ,ASI,VR2W,ASI_G3_2,OTN-Global
ASI-G3_3-VR2W-113643-3,ManmadePlatform,113643,VEMCO,71.04583,-71.44633,2015-09-29T10:06:00Z,2016-09-15T22:05:00Z,626,616,KIVIUQ,ASI,VR2W,ASI_G3_3,OTN-Global
ASI-G3_4-VR2W-113652-3,ManmadePlatform,113652,VEMCO,71.03717,-71.43633,2015-09-29T10:18:00Z,2016-09-15T21:46:00Z,550,540,KIVIUQ,ASI,VR2W,ASI_G3_4,OTN-Global
ASI-G3_5-VR2W-113650-3,ManmadePlatform,113650,VEMCO,71.02833,-71.42717,2015-09-29T10:30:00Z,2016-09-15T21:27:00Z,368,358,KIVIUQ,ASI,VR2W,ASI_G3_5,OTN-Global
ASI-G4_1-VR2W-113647-3,ManmadePlatform,113647,VEMCO,71.01283,-71.3475,2015-09-29T10:50:00Z,2016-09-14T23:59:00Z,475,465,KIVIUQ,ASI,VR2W,ASI_G4_1,OTN-Global
ASI-G4_2-VR2W-113651-3,ManmadePlatform,113651,VEMCO,71.013,-71.3195,2015-09-29T11:00:00Z,2016-09-14T23:34:00Z,700,690,KIVIUQ,ASI,VR2W,ASI_G4_2,OTN-Global
ASI-G4_3-VR2W-113646-3,ManmadePlatform,113646,VEMCO,71.01333,-71.2925,2015-09-29T11:10:00Z,2016-09-14T23:12:00Z,688,678,redeployed this year as previous station continues to not release,ASI,VR2W,ASI_G4_3,OTN-Global
ASI-G4_4-VR2W-113659-3,ManmadePlatform,113659,VEMCO,71.0135,-71.26483,2015-09-29T11:17:00Z,2016-09-14T22:54:00Z,608,598,KIVIUQ,ASI,VR2W,ASI_G4_4,OTN-Global
ASI-G4_5-VR2W-113658-3,ManmadePlatform,113658,VEMCO,71.01383,-71.23717,2015-09-29T11:25:00Z,2016-09-14T22:38:00Z,347,337,KIVIUQ,ASI,VR2W,ASI_G4_5,OTN-Global
ASI-G5_3-VR2W-110531-4,ManmadePlatform,110531,VEMCO,71.01967,-70.318,2015-09-30T12:52:00Z,2016-09-12T11:46:00Z,274,264,KIVIUQ,ASI,VR2W,ASI_G5_3,OTN-Global
ASI-G5_4-VR2W-113635-4,ManmadePlatform,113635,VEMCO,71.0245,-70.29333,2015-09-30T13:01:00Z,2016-09-12T12:15:00Z,527,517,KIVIUQ,ASI,VR2W,ASI_G5_4,OTN-Global
ASI-G5_7-VR2W-113618-4,ManmadePlatform,113618,VEMCO,71.037,-70.221,2015-09-30T13:29:00Z,2016-09-12T03:00:00Z,446,436,KIVIUQ,ASI,VR2W,ASI_G5_7,OTN-Global
ASI-G5_8-VR2W-113626-4,ManmadePlatform,113626,VEMCO,71.04167,-70.19667,2015-09-30T13:37:00Z,2016-09-12T03:00:00Z,352,342,KIVIUQ,ASI,VR2W,ASI_G5_8,OTN-Global
ASI-G6_1-VR2W-110152-3,ManmadePlatform,110152,VEMCO,70.7415,-70.758,2015-09-29T13:51:00Z,2016-09-12T15:49:00Z,541,531,KIVIUQ,ASI,VR2W,ASI_G6_1,OTN-Global
ASI-G6_2-VR2W-110120-3,ManmadePlatform,110120,VEMCO,70.7355,-70.739,2015-09-29T13:41:00Z,2016-09-12T16:07:00Z,794,784,NULIAJUK,ASI,VR2W,ASI_G6_2,OTN-Global
ASI-G6_3-VR2W-113657-3,ManmadePlatform,113657,VEMCO,70.728,-70.72,2015-09-29T13:29:00Z,2016-09-12T16:24:00Z,796,786,NULIAJUK,ASI,VR2W,ASI_G6_3,OTN-Global
ASI-G6_5-VR2W-110155-3,ManmadePlatform,110155,VEMCO,70.71567,-70.68317,2015-09-29T13:08:00Z,2016-09-12T03:00:00Z,687,677,NULIAJUK,ASI,VR2W,ASI_G6_5,OTN-Global
ASI-G6_6-VR2W-110124-3,ManmadePlatform,110124,VEMCO,70.70933,-70.66333,2015-09-29T12:57:00Z,2016-09-12T17:19:00Z,522,512,NULIAJUK,ASI,VR2W,ASI_G6_6,OTN-Global
ASI-G7_10-VR2W-110151-3,ManmadePlatform,110151,VEMCO,71.3915,-70.4165,2015-10-01T09:01:00Z,2016-09-09T18:13:00Z,710,700,NULIAJUK,ASI,VR2W,ASI_G7_10,OTN-Global
ASI-G7_11-VR2W-110126-3,ManmadePlatform,110126,VEMCO,71.38617,-70.39367,2015-09-27T17:16:00Z,2016-09-09T18:28:00Z,680,670,KIVIUQ,ASI,VR2W,ASI_G7_11,OTN-Global
ASI-G7_12-VR2W-110130-3,ManmadePlatform,110130,VEMCO,71.38067,-70.38067,2015-09-27T17:01:00Z,2016-09-09T18:40:00Z,693,683,KIVIUQ,ASI,VR2W,ASI_G7_12,OTN-Global
JDF019-VR2-4199-294,ManmadePlatform,4199,VEMCO,48.2706,-124.04999,2004-07-12T00:14:00Z,2004-08-30T23:29:00Z,181,181,KIVIUQ,JDF,VR2,JDF_JDF019,nep
ASI-G7_13-VR2W-113670-3,ManmadePlatform,113670,VEMCO,71.37567,-70.34733,2015-09-27T16:43:00Z,2016-09-09T03:00:00Z,700,690,UNKNOWN,ASI,VR2W,ASI_G7_13,OTN-Global
ASI-G7_14-VR2W-110149-3,ManmadePlatform,110149,VEMCO,71.36983,-70.32533,2015-09-27T16:27:00Z,2016-09-09T19:46:00Z,696,686,KIVIUQ,ASI,VR2W,ASI_G7_14,OTN-Global
ASI-G7_15-VR2W-110127-3,ManmadePlatform,110127,VEMCO,71.365,-70.3035,2015-09-27T16:11:00Z,2016-09-09T20:16:00Z,645,635,KIVIUQ,ASI,VR2W,ASI_G7_15,OTN-Global
ASI-G7_16-VR2W-110158-3,ManmadePlatform,110158,VEMCO,71.3595,-70.281,2015-10-01T10:01:00Z,2016-09-09T20:37:00Z,610,600,KIVIUQ,ASI,VR2W,ASI_G7_16,OTN-Global
ASI-G7_17-VR2W-113642-3,ManmadePlatform,113642,VEMCO,71.35428,-70.25937,2015-09-27T15:36:00Z,2016-09-09T20:59:00Z,570,560,KIVIUQ,ASI,VR2W,ASI_G7_17,OTN-Global
ASI-G7_18-VR2W-122839-3,ManmadePlatform,122839,VEMCO,71.34865,-70.23415,2015-09-27T15:20:00Z,2016-09-09T21:15:00Z,401,391,KIVIUQ,ASI,VR2W,ASI_G7_18,OTN-Global
ASI-G7_2-VR2W-122842-3,ManmadePlatform,122842,VEMCO,71.43383,-70.58433,2015-10-01T07:51:00Z,2016-09-09T15:02:00Z,420,410,KIVIUQ,ASI,VR2W,ASI_G7_2,OTN-Global
ASI-G7_3-VR2W-122841-3,ManmadePlatform,122841,VEMCO,71.42883,-70.566,2015-09-27T19:11:00Z,2016-09-09T15:30:00Z,487,477,KIVIUQ,ASI,VR2W,ASI_G7_3,OTN-Global
ASI-G7_4-VR2W-113653-3,ManmadePlatform,113653,VEMCO,71.42317,-70.54883,2015-09-27T18:56:00Z,2016-09-09T16:15:00Z,546,536,KIVIUQ,ASI,VR2W,ASI_G7_4,OTN-Global
ASI-G7_5-VR2W-110129-3,ManmadePlatform,110129,VEMCO,71.4185,-70.529,2015-09-27T18:44:00Z,2016-09-09T16:36:00Z,571,561,KIVIUQ,ASI,VR2W,ASI_G7_5,OTN-Global
ASI-G7_6-VR2W-110118-3,ManmadePlatform,110118,VEMCO,71.413,-70.50633,2015-09-27T18:30:00Z,2016-09-09T16:50:00Z,737,727,KIVIUQ,ASI,VR2W,ASI_G7_6,OTN-Global
ASI-G7_7-VR2W-110156-3,ManmadePlatform,110156,VEMCO,71.40767,-70.484,2015-09-27T18:17:00Z,2016-09-09T17:13:00Z,805,795,KIVIUQ,ASI,VR2W,ASI_G7_7,OTN-Global
ASI-G7_8-VR2W-110148-3,ManmadePlatform,110148,VEMCO,71.402,-70.461,2015-09-27T18:02:00Z,2016-09-09T17:30:00Z,792,782,KIVIUQ,ASI,VR2W,ASI_G7_8,OTN-Global
ASI-G7_9-VR2W-110123-3,ManmadePlatform,110123,VEMCO,71.39667,-70.4385,2015-09-27T17:47:00Z,2016-09-09T17:53:00Z,728,718,KIVIUQ,ASI,VR2W,ASI_G7_9,OTN-Global
ASI-G8_1-VR2W-110528-2,ManmadePlatform,110528,VEMCO,71.36883,-70.725,2015-10-01T12:21:00Z,2016-09-10T23:42:00Z,494,484,KIVIUQ,ASI,VR2W,ASI_G8_1,OTN-Global
ASI-G8_2-VR2W-110552-2,ManmadePlatform,110552,VEMCO,71.34417,-70.6195,2015-10-01T12:03:00Z,2016-09-11T00:10:00Z,830,820,STAR:ODDI CTD num C7699,ASI,VR2W,ASI_G8_2,OTN-Global
ASI-G8_3-VR2W-122840-2,ManmadePlatform,122840,VEMCO,71.3205,-70.51567,2015-09-30T18:48:00Z,2016-09-11T00:43:00Z,705,695,KIVIUQ,ASI,VR2W,ASI_G8_3,OTN-Global
ASI-G8_4-VR2W-110538-2,ManmadePlatform,110538,VEMCO,71.29383,-70.40583,2015-09-30T19:07:00Z,2016-09-11T01:13:00Z,577,567,STAR:ODDI CTD num C7701,ASI,VR2W,ASI_G8_4,OTN-Global
ASI-G9_1-VR2W-110542-2,ManmadePlatform,110542,VEMCO,71.3036,-70.8691,2015-09-29T20:24:00Z,2016-09-11T15:40:00Z,506,496,KIVIUQ,ASI,VR2W,ASI_G9_1,OTN-Global
ASI-G9_2-VR2W-110530-2,ManmadePlatform,110530,VEMCO,71.27508,-70.74993,2015-09-29T20:04:00Z,2016-09-11T15:04:00Z,818,808,KIVIUQ,ASI,VR2W,ASI_G9_2,OTN-Global
ASI-G9_3-VR2W-110128-2,ManmadePlatform,110128,VEMCO,71.24827,-70.6334,2015-09-29T19:44:00Z,2016-09-11T02:31:00Z,722,712,STAR:ODDI CTD num 7703,ASI,VR2W,ASI_G9_3,OTN-Global
ASI-G9_4-VR2W-110545-2,ManmadePlatform,110545,VEMCO,71.22058,-70.52108,2015-09-29T19:25:00Z,2016-09-11T02:00:00Z,575,565,KIVIUQ,ASI,VR2W,ASI_G9_4,OTN-Global
ASI-BP02-BENTHIC POD-ALPACA-1,ManmadePlatform,BENTHIC POD-ALPACA,Satlantic,71.044,-70.18183,2015-10-03T10:20:00Z,2016-09-22T03:00:00Z,198,188,KIVIUQ,ASI,Benthic Pod,ASI_BP02,OTN-Global
ASI-BP01-BENTHIC POD-COUGAR-1,ManmadePlatform,BENTHIC POD-COUGAR,Satlantic,71.34233,-70.16533,2015-10-01T10:52:00Z,2016-09-09T21:35:00Z,206,196,NULIAJUK,ASI,Benthic Pod,ASI_BP01,OTN-Global
ASI-G09-02-26359-2016-3,ManmadePlatform,VMT 1186804,VEMCO,71.2751,-70.74993,2016-09-13T08:02:00Z,9999-12-31T23:59:00Z,823,813,NULIAJUK,ASI,VMT,ASI_G09-02,OTN-Global
ASI-G05-03-27918-2016-5,ManmadePlatform,1149724,VEMCO,71.01982,-70.31783,2016-09-13T04:40:00Z,9999-12-31T23:59:00Z,276,266,Changed fieldnumber from VMT 1186804-26359,ASI,VMT,ASI_G05-03,OTN-Global
