platform_reference_id	platform_project_reference	platform_type	platform_depth	latitude(degree_north)	longitude(degree_east)	datacenter_reference
CASC_HD069	CASC	Underwater mooring	411.5	45.05391	-124.58157	nep
CASC_HD025	CASC	Underwater mooring	160.9	45.05405	-124.26758	nep
CASC_HD026	CASC	Underwater mooring	164.6	45.0544	-124.27777	nep
CASC_HD027	CASC	Underwater mooring	168.2	45.0546	-124.2879	nep
CASC_HD028	CASC	Underwater mooring	171.9	45.05462	-124.298	nep
CASC_HD029	CASC	Underwater mooring	177.4	45.05453	-124.30818	nep
CASC_HD030	CASC	Underwater mooring	184.7	45.05455	-124.32002	nep
CASC_HD031	CASC	Underwater mooring	164.6	45.0527	-124.27136	nep
CASC_HD032	CASC	Underwater mooring	167.9	45.05276	-124.27927	nep
CASC_HD033	CASC	Underwater mooring	171	45.05276	-124.28753	nep
CASC_HD034	CASC	Underwater mooring	174.1	45.05283	-124.29565	nep
CASC_HD035	CASC	Underwater mooring	177.4	45.05279	-124.30381	nep
CASC_HD036	CASC	Underwater mooring	182.1	45.05279	-124.312	nep
CASC_HD037	CASC	Underwater mooring	186.5	45.05276	-124.32016	nep
CASC_HD038	CASC	Underwater mooring	193.9	45.05284	-124.32832	nep
CASC_HD039	CASC	Underwater mooring	201.2	45.05282	-124.33644	nep
CASC_HD040	CASC	Underwater mooring	208.5	45.05276	-124.34466	nep
CASC_HD042	CASC	Underwater mooring	226.8	45.05306	-124.3609	nep
CASC_HD043	CASC	Underwater mooring	237.7	45.05313	-124.36919	nep
CASC_HD044	CASC	Underwater mooring	250.5	45.05288	-124.37743	nep
CASC_HD047	CASC	Underwater mooring	283.5	45.0529	-124.40179	nep
CASC_HD048	CASC	Underwater mooring	294.4	45.05328	-124.4099	nep
CASC_HD049	CASC	Underwater mooring	299.9	45.05326	-124.41812	nep
CASC_HD050	CASC	Underwater mooring	310.9	45.05333	-124.42629	nep
CASC_HD052	CASC	Underwater mooring	325.5	45.05335	-124.44257	nep
CASC_HD053	CASC	Underwater mooring	329.2	45.05335	-124.4506	nep
CASC_HD054	CASC	Underwater mooring	336.5	45.05332	-124.4589	nep
CASC_HD055	CASC	Underwater mooring	342	45.05318	-124.46727	nep
CASC_HD056	CASC	Underwater mooring	347.5	45.0532	-124.47558	nep
CASC_HD057	CASC	Underwater mooring	353	45.05348	-124.48342	nep
CASC_HD059	CASC	Underwater mooring	362.1	45.05358	-124.49987	nep
CASC_HD060	CASC	Underwater mooring	365.8	45.05367	-124.50804	nep
CASC_HD061	CASC	Underwater mooring	369.4	45.05357	-124.51608	nep
CASC_HD062	CASC	Underwater mooring	371.2	45.05369	-124.52432	nep
CASC_HD063	CASC	Underwater mooring	374.9	45.05363	-124.53249	nep
CASC_HD064	CASC	Underwater mooring	378.6	45.05373	-124.54069	nep
CASC_HD066	CASC	Underwater mooring	391.4	45.05372	-124.55688	nep
CASC_HD067	CASC	Underwater mooring	396.8	45.05377	-124.56521	nep
CASC_HD068	CASC	Underwater mooring	404.2	45.05389	-124.5732	nep
CASC_HD070	CASC	Underwater mooring	420.6	45.05375	-124.5897	nep
CASC_HD071	CASC	Underwater mooring	427.9	45.05398	-124.59789	nep
CASC_HD041	CASC	Underwater mooring	217.6	45.05301	-124.35281	nep
CASC_HD051	CASC	Underwater mooring	316.4	45.0532	-124.43442	nep
CASC_HD058	CASC	Underwater mooring	358.4	45.05353	-124.49176	nep
CASC_HD065	CASC	Underwater mooring	385.9	45.05376	-124.54869	nep
BURIAL_HO1	CCSALMON	Underwater mooring	13.411	48.76977	-123.56252	nep
BURIAL_HO2	CCSALMON	Underwater mooring	19.202	48.76995	-123.56323	nep
BURIAL_HO3	CCSALMON	Underwater mooring	12.497	48.76878	-123.5641	nep
MB_BUOY	CCSALMON	Underwater mooring	4.877	48.8212	-123.5913	nep
NREEF_HO1	CCSALMON	Underwater mooring	8.839	48.91187	-123.62383	nep
NREEF_HO2	CCSALMON	Underwater mooring	20.726	48.91335	-123.62723	nep
NREEF_HO3	CCSALMON	Underwater mooring	22.86	48.91522	-123.62913	nep
NREEF_HO4	CCSALMON	Underwater mooring	24.689	48.91608	-123.62818	nep
NREEF_HO5	CCSALMON	Underwater mooring	21.641	48.91622	-123.62815	nep
SAN_DOCK	CCSALMON	Underwater mooring	7.01	48.78645	-123.56185	nep
SAN_N_01	CCSALMON	Underwater mooring	171.9072	48.84485	-123.57557	nep
SAN_N_02	CCSALMON	Underwater mooring	162.7632	48.84467	-123.58548	nep
SAN_S_01	CCSALMON	Underwater mooring	58.5216	48.74702	-123.55591	nep
SAN_S_02	CCSALMON	Underwater mooring	102.4128	48.74691	-123.56457	nep
SAT_01	CCSALMON	Underwater mooring	69.4944	48.6997	-123.47105	nep
SAT_02	CCSALMON	Underwater mooring	76.8096	48.70547	-123.47437	nep
SAT_03	CCSALMON	Underwater mooring	76.8096	48.7119	-123.47713	nep
STU_01	CCSALMON	Underwater mooring	111.5568	48.9002	-123.59795	nep
STU_02	CCSALMON	Underwater mooring	171.9072	48.89639	-123.60509	nep
STU_03	CCSALMON	Underwater mooring	181.0512	48.89206	-123.6124	nep
STU_04	CCSALMON	Underwater mooring	142.6464	48.8881	-123.62041	nep
STU_05	CCSALMON	Underwater mooring	65.8368	48.8842	-123.62735	nep
COLR-RKm22.5_15	COLR	Underwater mooring	0	46.20235	-123.85551	nep
COLR-RKm225.3_01	COLR	Underwater mooring	28.3	45.60778	-122.0426	nep
COLR-RKm22.5_01	COLR	Underwater mooring	3	46.19125	-123.85072	nep
COLR-RKm22.5_02	COLR	Underwater mooring	7.9	46.19186	-123.85072	nep
COLR-RKm22.5_03	COLR	Underwater mooring	20.4	46.19337	-123.85087	nep
COLR-RKm22.5_04	COLR	Underwater mooring	30.5	46.19465	-123.85161	nep
COLR-RKm22.5_05	COLR	Underwater mooring	14.9	46.19508	-123.85218	nep
COLR-RKm22.5_06	COLR	Underwater mooring	1.2	46.1967	-123.85272	nep
COLR-RKm22.5_07	COLR	Underwater mooring	135.3	46.19761	-123.85367	nep
COLR-RKm22.5_08	COLR	Underwater mooring	135.3	46.19842	-123.85367	nep
COLR-RKm22.5_09	COLR	Underwater mooring	135.3	46.19941	-123.85394	nep
COLR-RKm22.5_41	COLR	Underwater mooring	6.4	46.22382	-123.86641	nep
COLR-RKm22.5_10	COLR	Underwater mooring	135.3	46.20028	-123.85469	nep
COLR-RKm22.5_11	COLR	Underwater mooring	135.3	46.2007	-123.85471	nep
COLR-RKm22.5_12	COLR	Underwater mooring	135.3	46.20106	-123.85448	nep
COLR-RKm22.5_13	COLR	Underwater mooring	0.9	46.20143	-123.85533	nep
COLR-RKm22.5_33	COLR	Underwater mooring	5.8	46.21722	-123.86288	nep
COLR-RKm22.5_59	COLR	Underwater mooring	21.3	46.23852	-123.87389	nep
COLR-RKm22.5_14	COLR	Underwater mooring	135.3	46.20195	-123.85537	nep
COLR-RKm223.7_02	COLR	Underwater mooring	24.7	45.60329	-122.06081	nep
COLR-RKm22.5_16	COLR	Underwater mooring	0	46.20311	-123.8557	nep
COLR-RKm22.5_17	COLR	Underwater mooring	0	46.20408	-123.85635	nep
COLR-RKm22.5_18	COLR	Underwater mooring	0	46.20488	-123.85674	nep
COLR-RKm22.5_19	COLR	Underwater mooring	0	46.20567	-123.85714	nep
COLR-RKm22.5_20	COLR	Underwater mooring	0	46.20647	-123.85751	nep
COLR-RKm22.5_21	COLR	Underwater mooring	0	46.20732	-123.85802	nep
COLR-RKm22.5_22	COLR	Underwater mooring	0	46.20818	-123.85835	nep
COLR-RKm22.5_23	COLR	Underwater mooring	0	46.209	-123.85879	nep
COLR-RKm22.5_24	COLR	Underwater mooring	0	46.20977	-123.85924	nep
COLR-RKm22.5_25	COLR	Underwater mooring	3	46.21065	-123.8597	nep
COLR-RKm22.5_26	COLR	Underwater mooring	3	46.2115	-123.85988	nep
COLR-RKm22.5_27	COLR	Underwater mooring	3.4	46.21225	-123.86035	nep
COLR-RKm22.5_28	COLR	Underwater mooring	3.4	46.21317	-123.86076	nep
COLR-RKm22.5_29	COLR	Underwater mooring	3.4	46.21412	-123.86131	nep
COLR-RKm22.5_30	COLR	Underwater mooring	5.2	46.21472	-123.86177	nep
COLR-RKm22.5_31	COLR	Underwater mooring	6.4	46.21561	-123.86177	nep
COLR-RKm22.5_32	COLR	Underwater mooring	6.1	46.21663	-123.8625	nep
COLR-RKm22.5_34	COLR	Underwater mooring	5.5	46.21803	-123.8635	nep
COLR-RKm22.5_35	COLR	Underwater mooring	5.8	46.21897	-123.864	nep
COLR-RKm22.5_36	COLR	Underwater mooring	8.2	46.21971	-123.86421	nep
COLR-RKm22.5_37	COLR	Underwater mooring	8.8	46.22058	-123.86475	nep
COLR-RKm22.5_38	COLR	Underwater mooring	7.9	46.22139	-123.86514	nep
COLR-RKm22.5_39	COLR	Underwater mooring	6.7	46.22221	-123.86559	nep
COLR-RKm22.5_40	COLR	Underwater mooring	6.7	46.223	-123.86598	nep
COLR-RKm22.5_42	COLR	Underwater mooring	6.1	46.22467	-123.86679	nep
COLR-RKm22.5_43	COLR	Underwater mooring	6.1	46.22545	-123.86731	nep
COLR-RKm22.5_44	COLR	Underwater mooring	6.1	46.2263	-123.86766	nep
COLR-RKm22.5_45	COLR	Underwater mooring	5.8	46.22717	-123.86812	nep
COLR-RKm22.5_46	COLR	Underwater mooring	3.7	46.22793	-123.86848	nep
COLR-RKm22.5_47	COLR	Underwater mooring	4.9	46.22887	-123.86918	nep
COLR-RKm22.5_48	COLR	Underwater mooring	6.7	46.22963	-123.86938	nep
COLR-RKm22.5_49	COLR	Underwater mooring	11.6	46.23039	-123.86983	nep
COLR-RKm22.5_50	COLR	Underwater mooring	10.7	46.23082	-123.87008	nep
COLR-RKm22.5_51	COLR	Underwater mooring	12.5	46.23173	-123.87057	nep
COLR-RKm22.5_52	COLR	Underwater mooring	15.5	46.23253	-123.87093	nep
COLR-RKm22.5_53	COLR	Underwater mooring	17.1	46.23314	-123.87122	nep
COLR-RKm22.5_54	COLR	Underwater mooring	18.9	46.23394	-123.8715	nep
COLR-RKm22.5_55	COLR	Underwater mooring	22.3	46.23485	-123.87198	nep
COLR-RKm22.5_56	COLR	Underwater mooring	22.9	46.23572	-123.87248	nep
COLR-RKm22.5_57	COLR	Underwater mooring	24.4	46.23674	-123.87303	nep
COLR-RKm22.5_58	COLR	Underwater mooring	20.4	46.23756	-123.87325	nep
COLR-RKm22.5_60	COLR	Underwater mooring	18.6	46.23954	-123.87424	nep
COLR-RKm22.5_61	COLR	Underwater mooring	9.1	46.24051	-123.87495	nep
COLR-RKm222.1_01	COLR	Underwater mooring	14	45.59295	-122.07965	nep
COLR-RKm222.1_02	COLR	Underwater mooring	13	45.59673	-122.07875	nep
COLR-RKm223.7_01	COLR	Underwater mooring	15.5	45.60124	-122.05756	nep
COLR-RKm225.3_02	COLR	Underwater mooring	22.9	45.61043	-122.04369	nep
COLR-RKm676_01	COLR	Underwater mooring	16.6	46.68279	-117.63104	nep
COLR-RKm676_02	COLR	Underwater mooring	11.7	46.68377	-117.62903	nep
COLR-RKm681_01	COLR	Underwater mooring	13.2	46.67708	-117.56815	nep
COLR-RKm681_02	COLR	Underwater mooring	15	46.67856	-117.56833	nep
COLR-RKm86.6_01	COLR	Underwater mooring	7.9	46.18307	-123.17229	nep
COLR-RKm86.6_02	COLR	Underwater mooring	11.2	46.18485	-123.17393	nep
COLR-RKm86.6_03	COLR	Underwater mooring	17.6	46.18803	-123.17374	nep
COLR-RKm87.2_01	COLR	Underwater mooring	11.3	46.18721	-123.16747	nep
COLR-RKm87.5_01	COLR	Underwater mooring	11.3	46.188	-123.16145	nep
COLR-RKm87.5_02	COLR	Underwater mooring	18.7	46.19061	-123.16289	nep
COLR-RKm339.6_01	COLR	Underwater mooring	11	45.68748	-120.78551	nep
COLR-RKm339.6_02	COLR	Underwater mooring	20.3	45.68924	-120.78617	nep
COLR-RKm341.2_01	COLR	Underwater mooring	11.5	45.68966	-120.77738	nep
COLR-RKm341.2_02	COLR	Underwater mooring	15.2	45.69184	-120.77895	nep
COLR-RKm350.8_01	COLR	Underwater mooring	31.1	45.73019	-120.65994	nep
COLR-RKm350.8_03	COLR	Underwater mooring	36.6	45.73362	-120.66492	nep
COLR-RKm350.8_04	COLR	Underwater mooring	34.7	45.73549	-120.66737	nep
COLR-RKm7.7_01	COLR	Underwater mooring	8.2	46.2405	-124.00087	nep
COLR-RKm7.7_02	COLR	Underwater mooring	12.8	46.2441	-124.00328	nep
COLR-RKm7.7_03	COLR	Underwater mooring	19.2	46.24807	-124.00502	nep
COLR-RKm7.7_04	COLR	Underwater mooring	22.9	46.25126	-124.00638	nep
COLR-RKm7.7_05	COLR	Underwater mooring	23.8	46.25433	-124.00805	nep
COLR-RKm7.7_06	COLR	Underwater mooring	29.3	46.25797	-124.0095	nep
COLR-RKm7.7_07	COLR	Underwater mooring	13.2	46.2617	-124.01084	nep
COLR-RKm7.7_08	COLR	Underwater mooring	9.5	46.26888	-124.00354	nep
COLR-RKm7.7_09	COLR	Underwater mooring	21.9	46.26118	-124.01115	nep
COLR-RKm8.8_01	COLR	Underwater mooring	7.3	46.23183	-123.99114	nep
COLR-RKm8.8_02	COLR	Underwater mooring	14.6	46.23503	-123.98869	nep
COLR-RKm8.8_03	COLR	Underwater mooring	12.4	46.23915	-123.98744	nep
COLR-RKm8.8_04	COLR	Underwater mooring	8.6	46.24291	-123.98755	nep
COLR-RKm8.8_05	COLR	Underwater mooring	9.5	46.24751	-123.98748	nep
COLR-RKm8.8_06	COLR	Underwater mooring	20.1	46.25122	-123.98785	nep
COLR-RKm8.8_07	COLR	Underwater mooring	17.9	46.25505	-123.98895	nep
COLR-RKm8.8_08	COLR	Underwater mooring	7.9	46.25837	-123.98997	nep
COLR-RKm8.8_09	COLR	Underwater mooring	7.5	46.25827	-123.98925	nep
COLR-RKm497.3_01	COLR	Underwater mooring	15	45.99549	-118.98534	nep
COLR-RKm497.3_02	COLR	Underwater mooring	19.4	45.99629	-118.98914	nep
COLR-RKm497.3_03	COLR	Underwater mooring	11.7	45.99722	-118.99301	nep
COLR-RKm497.3_04	COLR	Underwater mooring	15	45.9983	-118.99724	nep
COLR-RKm503.7_01	COLR	Underwater mooring	16.3	46.04068	-118.94288	nep
COLR-RKm503.7_02	COLR	Underwater mooring	14.1	46.04058	-118.94703	nep
COLR-RKm503.7_03	COLR	Underwater mooring	13.9	46.04062	-118.94982	nep
COLR-RKm503.7_04	COLR	Underwater mooring	10.2	46.04048	-118.95338	nep
COLR-RKm350.8_02	COLR	Underwater mooring	38.4	45.7319	-120.66227	nep
COQUITLAM001	COQT	Underwater mooring	5	49.35468	-122.77708	nep
COQUITLAM002	COQT	Underwater mooring	3	49.35522	-122.77975	nep
COQUITLAM003	COQT	Underwater mooring	15	49.36893	-122.78915	nep
COQUITLAM004	COQT	Underwater mooring	27	49.3678	-122.79265	nep
COQUITLAM005	COQT	Underwater mooring	42	49.3767	-122.80287	nep
COQUITLAM006	COQT	Underwater mooring	43	49.40462	-122.78735	nep
COQUITLAM007	COQT	Underwater mooring	135	49.40287	-122.78325	nep
COQUITLAM008	COQT	Underwater mooring	13	49.4407	-122.77237	nep
COQUITLAM009	COQT	Underwater mooring	87	49.4278	-122.76525	nep
COQUITLAM010	COQT	Underwater mooring	79	49.42865	-122.771	nep
COQUITLAM011	COQT	Underwater mooring	19	49.3641	-122.85433	nep
COWICHAN001	COWR	Underwater mooring	0.9	48.77226	-123.68502	nep
COWICHAN002	COWR	Underwater mooring	0.9	48.77199	-123.68654	nep
CAP_ELIZ001	CPELIZ	Underwater mooring	4	47.39595	-124.3339	nep
CAP_ELIZ002	CPELIZ	Underwater mooring	10	47.39428	-124.34475	nep
CAP_ELIZ003	CPELIZ	Underwater mooring	14	47.39313	-124.35584	nep
CAP_ELIZ004	CPELIZ	Underwater mooring	17	47.3903	-124.36655	nep
CAP_ELIZ005	CPELIZ	Underwater mooring	19	47.3869	-124.37678	nep
CAP_ELIZ006	CPELIZ	Underwater mooring	19	47.38388	-124.38752	nep
CAP_ELIZ007	CPELIZ	Underwater mooring	19	47.38176	-124.39863	nep
CAP_ELIZ008	CPELIZ	Underwater mooring	21	47.37771	-124.40855	nep
CAP_ELIZ009	CPELIZ	Underwater mooring	24	47.37627	-124.41971	nep
CAP_ELIZ010	CPELIZ	Underwater mooring	29	47.37539	-124.43096	nep
CAP_ELIZ011	CPELIZ	Underwater mooring	32	47.37405	-124.44209	nep
CAP_ELIZ012	CPELIZ	Underwater mooring	35	47.37234	-124.4532	nep
SWELTZER001	CULT	Underwater mooring	0.5	49.07766	-121.97813	nep
ENGLISHMAN001	ENGR	Underwater mooring	32	49.33667	-124.29803	nep
ENGLISHMAN002	ENGR	Underwater mooring	32	49.33464	-124.30659	nep
ENGLISHMAN003	ENGR	Underwater mooring	135.3	49.31011	-124.2836	nep
FRASER163	FRASER	Underwater mooring	135.3	49.23553	-121.96431	nep
SOUTHARM-RKm21.2_02	FRASER	Underwater mooring	4.5	49.16738	-122.93447	nep
DERBY-RKm51.3_03	FRASER	Underwater mooring	15.5	49.20442	-122.5948	nep
DERBY-RKm51.3_04	FRASER	Underwater mooring	11.9	49.20514	-122.59408	nep
MISSION-RKm79.7_01	FRASER	Underwater mooring	4	49.13608	-122.27463	nep
MISSION-RKm79.7_02	FRASER	Underwater mooring	4	49.14237	-122.27018	nep
NORTHARM-RKm21.6_01	FRASER	Underwater mooring	4.8	49.19268	-122.95635	nep
PITT-RKm39_01	FRASER	Underwater mooring	4	49.21235	-122.74247	nep
NORTHARM-RKm17.3_01	FRASER	Underwater mooring	3	49.19002	-123.00149	nep
NORTHARM-RKm17.3_02	FRASER	Underwater mooring	1.5	49.19116	-122.99898	nep
NORTHARM-RKm20.8_01	FRASER	Underwater mooring	2.5	49.19605	-122.94683	nep
NORTHARM-RKm20.8_02	FRASER	Underwater mooring	1.5	49.18814	-122.96454	nep
SOUTHARM-RKm21.2_01	FRASER	Underwater mooring	3.5	49.16523	-122.93015	nep
SOUTHARM-RKm21.2_03	FRASER	Underwater mooring	1.5	49.17523	-122.95373	nep
PITT-RKm39_02	FRASER	Underwater mooring	6	49.21748	-122.74678	nep
PORT MANN-RKm31.7_01	FRASER	Underwater mooring	15	49.21783	-122.83572	nep
SOUTHARM-RKm21.2_04	FRASER	Underwater mooring	4	49.17644	-122.95535	nep
VEDDER001	FRASER	Underwater mooring	3.4	49.14286	-122.16423	nep
VEDDER002	FRASER	Underwater mooring	4.6	49.13172	-122.09554	nep
DERBY-RKm51.3_01	FRASER	Underwater mooring	1.5	49.20158	-122.596	nep
NORTHARM-RKm17.8_01	FRASER	Underwater mooring	3.7	49.18663	-122.99635	nep
FRASER164	FRASER	Underwater mooring	135.3	49.29075	-121.881	nep
FRASER165	FRASER	Underwater mooring	135.3	49.3155	-121.80394	nep
FRASER166	FRASER	Underwater mooring	135.3	51.18544	-122.12569	nep
FRASER167	FRASER	Underwater mooring	135.3	51.62772	-124.14219	nep
FRASER168	FRASER	Underwater mooring	135.3	52.61369	-121.55792	nep
FRASER169	FRASER	Underwater mooring	135.3	50.82889	-119.6955	nep
FRASER170	FRASER	Underwater mooring	135.3	50.88597	-119.55531	nep
FRASER171	FRASER	Underwater mooring	135.3	50.89108	-119.53592	nep
FRASER172	FRASER	Underwater mooring	135.3	50.89736	-119.54708	nep
FRASER173	FRASER	Underwater mooring	135.3	50.83703	-119.00133	nep
FRASER174	FRASER	Underwater mooring	135.3	50.79381	-118.99961	nep
FRASER175	FRASER	Underwater mooring	135.3	50.77028	-120.81306	nep
FRASER176	FRASER	Underwater mooring	135.3	50.35892	-121.39719	nep
FRASER177	FRASER	Underwater mooring	135.3	50.68403	-120.36144	nep
FRASER178	FRASER	Underwater mooring	135.3	50.86864	-119.59897	nep
PORT MANN-RKm31.7_02	FRASER	Underwater mooring	4	49.22137	-122.83256	nep
SOUTHARM-RKm20.5_05	FRASER	Underwater mooring	7.3	49.17241	-122.96179	nep
SOUTHARM-RKm9.3_01	FRASER	Underwater mooring	11.9	49.1217	-123.07061	nep
SOUTHARM-RKm9.3_02	FRASER	Underwater mooring	14.6	49.12257	-123.07166	nep
SOUTHARM-RKm9.3_03	FRASER	Underwater mooring	14.6	49.12349	-123.07258	nep
SOUTHARM-RKm9.3_04	FRASER	Underwater mooring	14.6	49.12456	-123.07297	nep
SOUTHARM-RKm9.3_05	FRASER	Underwater mooring	9.1	49.12545	-123.07381	nep
WHONNOCK-RKm60_01	FRASER	Underwater mooring	3	49.16613	-122.48868	nep
WHONNOCK-RKm60_02	FRASER	Underwater mooring	5	49.17022	-122.5046	nep
DERBY-RKm51.3_02	FRASER	Underwater mooring	1.5	49.20415	-122.59087	nep
MISSION-RKm76.8_01	FRASER	Underwater mooring	3.7	49.12766	-122.30298	nep
MISSION-RKm76.8_02	FRASER	Underwater mooring	4.6	49.12325	-122.3004	nep
NORTHARM-RKm17.8_02	FRASER	Underwater mooring	5.5	49.18792	-122.995	nep
NORTHARM-RKm22.3_01	FRASER	Underwater mooring	3.7	49.19565	-122.94682	nep
NORTHARM-RKm22.3_02	FRASER	Underwater mooring	1.8	49.19653	-122.94757	nep
SOUTHARM-RKm20.5_01	FRASER	Underwater mooring	1.8	49.15918	-122.94018	nep
SOUTHARM-RKm20.5_02	FRASER	Underwater mooring	14.6	49.16113	-122.9409	nep
SOUTHARM-RKm20.5_03	FRASER	Underwater mooring	1.8	49.16315	-122.94167	nep
SOUTHARM-RKm20.5_04	FRASER	Underwater mooring	9.1	49.17189	-122.96098	nep
SOUTHARM-RKm8.7_01	FRASER	Underwater mooring	1.3	49.11707	-123.07924	nep
SOUTHARM-RKm8.7_02	FRASER	Underwater mooring	1.1	49.1227	-123.08122	nep
MISSION-RKm77.1_02	FRASER	Underwater mooring	7.626	49.12902	-122.29969	nep
RKm17.3_01	FRASER	Underwater mooring	3	49.19002	-123.00149	nep
RKm17.3_02	FRASER	Underwater mooring	1.5	49.19116	-122.99898	nep
RKm20.8_01	FRASER	Underwater mooring	2.5	49.19605	-122.94683	nep
RKm20.8_02	FRASER	Underwater mooring	1.5	49.18814	-122.96454	nep
RKm21.2_01	FRASER	Underwater mooring	3.5	49.16523	-122.93015	nep
RKm21.2_02	FRASER	Underwater mooring	4.5	49.16738	-122.93447	nep
RKm21.2_03	FRASER	Underwater mooring	1.5	49.17523	-122.95373	nep
RKm21.2_04	FRASER	Underwater mooring	4	49.17644	-122.95535	nep
RKm51.3_01	FRASER	Underwater mooring	3.6	49.20163	-122.596	nep
RKm51.3_02	FRASER	Underwater mooring	1.5	49.20354	-122.5901	nep
RKm76.8_01	FRASER	Underwater mooring	5	49.12325	-122.3004	nep
RKm76.8_02	FRASER	Underwater mooring	1.5	49.12766	-122.30298	nep
RKm79.7_01	FRASER	Underwater mooring	0.305	49.139567	-122.268433	nep
RKm8.7_01	FRASER	Underwater mooring	3.048	49.11718	-123.0792	nep
RKm8.7_02	FRASER	Underwater mooring	2.5	49.12281	-123.08101	nep
Alex Fraser Bridge	FWS	Underwater mooring	135.3	49.1632	-122.9417	nep
Coquihalla/Hope 1	FWS	Underwater mooring	135.3	49.3798	-121.4797	nep
Coquihalla/Hope 2	FWS	Underwater mooring	135.3	49.3996	-121.433	nep
Debris trap downstream	FWS	Underwater mooring	135.3	49.3247	-121.6378	nep
Harrison	FWS	Underwater mooring	135.3	49.2343	-121.9581	nep
Harrison 2	FWS	Underwater mooring	135.3	49.2619	-121.9173	nep
Harrison Upstream	FWS	Underwater mooring	135.3	49.2264	-121.9009	nep
Herrling 1	FWS	Underwater mooring	135.3	49.2155	-121.7055	nep
Herrling 2	FWS	Underwater mooring	135.3	49.2523	-121.6824	nep
Hunter Creek	FWS	Underwater mooring	135.3	49.3612	-121.5684	nep
Hunter mouth	FWS	Underwater mooring	135.3	49.3599	-121.5721	nep
Hwy 11	FWS	Underwater mooring	135.3	49.1248	-122.3098	nep
Hwy 11(2)	FWS	Underwater mooring	135.3	49.1248	-122.3108	nep
Jespersons 1	FWS	Underwater mooring	135.3	49.2144	-121.8788	nep
Jespersons 2	FWS	Underwater mooring	135.3	49.2097	-121.8439	nep
Lower canyon	FWS	Underwater mooring	135.3	49.4488	-121.4148	nep
Pitt 1	FWS	Underwater mooring	135.3	49.2471	-122.7289	nep
Ruby 1	FWS	Underwater mooring	135.3	49.3553	-121.6031	nep
Ruby 2	FWS	Underwater mooring	135.3	49.3592	-121.5953	nep
Ruby 3	FWS	Underwater mooring	135.3	49.3563	-121.5847	nep
Seabird 1	FWS	Underwater mooring	135.3	49.2933	-121.6783	nep
Seabird 2	FWS	Underwater mooring	135.3	49.3004	-121.6795	nep
Stave 1	FWS	Underwater mooring	135.3	49.1734	-122.443	nep
Stave 2	FWS	Underwater mooring	135.3	49.1652	-122.4252	nep
Vedder	FWS	Underwater mooring	135.3	49.139	-122.1881	nep
Bar 289	FWS	Underwater mooring	135.3	49.41178	-121.41904	nep
Bristol Island	FWS	Underwater mooring	135.3	49.37975	-121.47965	nep
Canoe Pass	FWS	Underwater mooring	135.3	49.08084	-123.130007	nep
Coquihalla Side Channel	FWS	Underwater mooring	135.3	49.395774	-121.4355	nep
Floods Hope Bar	FWS	Underwater mooring	135.3	49.36769	-121.52214	nep
Hamilton Bar	FWS	Underwater mooring	135.3	49.23094	-121.63456	nep
Harrison Lake	FWS	Underwater mooring	135.3	49.30702	-121.80919	nep
Hunter Creek alternate	FWS	Underwater mooring	135.3	49.361327	-121.568219	nep
Hunter Creek Downstream	FWS	Underwater mooring	135.3	49.35625	-121.58468	nep
Lion Island	FWS	Underwater mooring	135.3	49.15741	-123.00086	nep
Lower canyon alternate	FWS	Underwater mooring	135.3	49.448864	-121.414737	nep
MacMillan Isle Downstream	FWS	Underwater mooring	135.3	49.18865	-122.58859	nep
Massey Tunnel	FWS	Underwater mooring	135.3	49.12275	-123.08118	nep
Massey Tunnel alternate	FWS	Underwater mooring	135.3	49.12275	-123.08118	nep
Minto Side channel	FWS	Underwater mooring	135.3	49.20436	-121.94774	nep
Mountain Bar	FWS	Underwater mooring	135.3	49.21548	-121.95694	nep
North Arm	FWS	Underwater mooring	135.3	49.19706	-122.93998	nep
Pitt 2	FWS	Underwater mooring	135.3	49.35214	-122.61488	nep
Seabird Downstream	FWS	Underwater mooring	135.3	49.25549	-121.96771	nep
Stave 1 alternate	FWS	Underwater mooring	135.3	49.17348	-122.45481	nep
Vedder alternate	FWS	Underwater mooring	135.3	49.13902	-122.18813	nep
Coquihalla Island Upstream	FWS	Underwater mooring	135.3	49.39973	-121.42599	nep
Douglas Island South	FWS	Underwater mooring	135.3	49.214967	-122.77087	nep
FH Barber	FWS	Underwater mooring	135.3	49.22977	-121.94494	nep
Green Wood Island	FWS	Underwater mooring	135.3	49.37396	-121.4483	nep
Harrison Hot Springs	FWS	Underwater mooring	135.3	49.30203	-121.81588	nep
Harrison Mills	FWS	Underwater mooring	135.3	49.2475	-121.94379	nep
Harrison River #1	FWS	Underwater mooring	135.3	49.279483	-121.91092	nep
Harrison River #2	FWS	Underwater mooring	135.3	49.269567	-121.90782	nep
Harrison River #3	FWS	Underwater mooring	135.3	49.29445	-121.86242	nep
Herling DS	FWS	Underwater mooring	135.3	49.207117	-121.739689	nep
Herling US	FWS	Underwater mooring	135.3	49.20555	-121.777417	nep
Jesperson DS	FWS	Underwater mooring	135.3	49.21858	-121.88139	nep
Jesperson US	FWS	Underwater mooring	135.3	49.214883	-121.82111	nep
Mid Pitt River	FWS	Underwater mooring	135.3	49.292433	-122.65833	nep
Pitt - Fraser Confluence	FWS	Underwater mooring	135.3	49.257983	-122.71802	nep
